Topic	Text
Candidates weigh in on healthcare	–We fight health insurance companies every single week.
Candidates weigh in on healthcare	Thank you.
Candidates weigh in on healthcare	We stand in line and pay expensive prescription drugs.
Candidates weigh in on healthcare	We have to have a healthcare guarantee.
Candidates weigh in on healthcare	If you’re sick, you’re seen it.
Candidates weigh in on healthcare	And in America, you never go broke because of it.
Candidates weigh in on healthcare	Okay.
Candidates weigh in on healthcare	With all due respect–
Candidates weigh in on healthcare	–A lot of you have been talking tonight about these government healthcare plans that you proposed in one form or another.
Candidates weigh in on healthcare	This is a show of hands question.
Candidates weigh in on healthcare	And hold them up for a moment so people can see.
Candidates weigh in on healthcare	Raise your hand if–if your government plan would provide coverage for undocumented immigrants.
Candidates weigh in on healthcare	Okay.
Candidates weigh in on healthcare	Let me start with you, Mayor Buttigieg.
Candidates weigh in on healthcare	Why?
Candidates weigh in on healthcare	Mayor Buttigieg, why?
Candidates weigh in on healthcare	Because our country is healthier when everybody is healthier.
Candidates weigh in on healthcare	And remember, we’re talking about something people are getting a–given a chance to buy into.
Candidates weigh in on healthcare	In the same way that there are undocumented immigrants in my community who pay, they pay sales taxes, they pay property taxes directly or indirectly.
Candidates weigh in on healthcare	This is not about a handout.
Candidates weigh in on healthcare	This is an insurance program.
Candidates weigh in on healthcare	And we do ourselves no favor by having 11 million undocumented people in our country be unable to access healthcare.
Candidates weigh in on healthcare	But of course, the real problem is we shouldn’t have 11 million undocumented people with no pathway to citizenship.
Candidates weigh in on healthcare	It makes no sense.
Candidates weigh in on healthcare	And the American people– The American people agree on what to do.
Candidates weigh in on healthcare	This is the crazy thing.
Candidates weigh in on healthcare	If leadership consists of–of forming a consensus around a divisive issue, this White House has divided us around a consensus issue.
Candidates weigh in on healthcare	The American people want a pathway to citizenship.
Candidates weigh in on healthcare	They wanted protections for Dreamers.
Candidates weigh in on healthcare	We need to clean up the lawful immigration system, like how my father immigrated to this country.
Candidates weigh in on healthcare	And as part of a compromise, we can do whatever commonsense measures are needed at the border.
Candidates weigh in on healthcare	Mayor–
Candidates weigh in on healthcare	–But Washington can’t deliver on something the American people want.
Candidates weigh in on healthcare	What does that tell you about the system we’re living in?
Candidates weigh in on healthcare	It tells you it needs profound–
Candidates weigh in on healthcare	–Mayor, thank you–
Candidates weigh in on healthcare	–Structural reform.
Candidates weigh in on healthcare	Vice President Biden, I believe you said that your– Health care plan would not cover undocumented immigrants.
Candidates weigh in on healthcare	Could you explain your position?
Candidates weigh in on healthcare	I’m sorry.
Candidates weigh in on healthcare	I beg your pardon.
Candidates weigh in on healthcare	I didn’t hear.
Candidates weigh in on healthcare	I believe at the show of hands you did not raise her hand.
Candidates weigh in on healthcare	Did you raise your hand?
Candidates weigh in on healthcare	Oh, no, I did.
Candidates weigh in on healthcare	I–but
Candidates weigh in on healthcare	–Okay.
Candidates weigh in on healthcare	Sorry.
Candidates weigh in on healthcare	Sorry.
Candidates weigh in on healthcare	I–so, you said that they would be covered under your plan–
Candidates weigh in on healthcare	–Yes–
Candidates weigh in on healthcare	–Which is different than Obama Care.
Candidates weigh in on healthcare	Yes.
Candidates weigh in on healthcare	But here–here’s the thing.
Candidates weigh in on healthcare	Can you explain that change?
Candidates weigh in on healthcare	Yes.
